Driver,Team,GP,Rule_Era,AirTemp_p1,Humidity_p1,Pressure_p1,Rainfall_p1,laptime_sum_sectortimes_p1,LapTimeDiff_p1,Compound_p1,AirTemp_p2,Humidity_p2,Pressure_p2,Rainfall_p2,laptime_sum_sectortimes_p2,LapTimeDiff_p2,Compound_p2,AirTemp_p3,Humidity_p3,Pressure_p3,Rainfall_p3,laptime_sum_sectortimes_p3,LapTimeDiff_p3,Compound_p3,Sprint-Session,AirTemp_sprint_quali,Humidity_sprint_quali,Pressure_sprint_quali,Rainfall_sprint_quali,laptime_sum_sectortimes_sprint_quali,LapTimeDiff_sprint_quali,Compound_sprint_quali,AirTemp_quali,Humidity_quali,Pressure_quali,Rainfall_quali,Compound_quali,Season,Sprint_Race_Era,Sprint_Weekend,race_round,gp_id,Team_Lineage,Type,Direction,Circut_length,Turns,Pace_profile,Flat_out_run,Slow_turns,Medium_turns,High_speed_turns,Turn_density,Complexity_label
PER,Red Bull Racing,Hungarian GP,Ground-Effect,31.8,27.0,986.7,0.0,79.622,0.8719999999999999,SOFT,33.2,25.0,985.2,0.0,79.39699999999999,0.9519999999999982,SOFT,19.9,94.0,985.0,0.0,108.24,6.759999999999991,INTERMEDIATE,,,,,,,,,22.0,70.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Red Bull Racing,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
HAM,Mercedes,Hungarian GP,Ground-Effect,31.6,29.0,987.0,0.0,79.71000000000001,0.960000000000008,SOFT,33.2,25.0,985.2,0.0,79.547,1.102000000000004,SOFT,20.7,94.0,984.9,1.0,104.832,3.3519999999999897,INTERMEDIATE,,,,,,,,,22.2,71.0,984.4,0.0,SOFT,2022,2021-2022,0,13,92,Mercedes,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
RIC,McLaren,Hungarian GP,Ground-Effect,31.9,27.0,986.9,0.0,79.841,1.090999999999994,SOFT,33.1,25.0,985.2,0.0,78.872,0.4270000000000067,SOFT,20.7,94.0,984.9,1.0,105.624,4.143999999999991,INTERMEDIATE,,,,,,,,,22.3,69.0,984.2,0.0,SOFT,2022,2021-2022,0,13,92,McLaren,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
OCO,Alpine,Hungarian GP,Ground-Effect,31.9,27.0,986.7,0.0,80.34800000000001,1.5980000000000132,SOFT,33.1,25.0,985.2,0.0,79.614,1.1690000000000111,SOFT,20.5,94.0,985.0,1.0,105.57,4.089999999999989,INTERMEDIATE,,,,,,,,,22.3,69.0,984.2,0.0,SOFT,2022,2021-2022,0,13,92,Alpine-Renault,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
ALO,Alpine,Hungarian GP,Ground-Effect,31.6,28.0,986.9,0.0,80.37700000000001,1.6270000000000095,SOFT,33.2,25.0,985.2,0.0,79.049,0.6040000000000134,SOFT,20.0,95.0,985.0,0.0,103.57,2.089999999999989,INTERMEDIATE,,,,,,,,,22.3,69.0,984.2,0.0,SOFT,2022,2021-2022,0,13,92,Alpine-Renault,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
VET,Aston Martin,Hungarian GP,Ground-Effect,31.5,28.0,986.7,0.0,80.383,1.6329999999999956,SOFT,33.2,25.0,985.2,0.0,79.253,0.8080000000000069,SOFT,19.4,94.0,985.0,1.0,104.178,2.6979999999999933,WET,,,,,,,,,22.8,68.0,984.4,0.0,SOFT,2022,2021-2022,0,13,92,Force India-Racing Point-Aston Martin,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
STR,Aston Martin,Hungarian GP,Ground-Effect,32.3,26.0,986.5,0.0,80.414,1.6640000000000017,SOFT,33.2,25.0,985.2,0.0,79.702,1.257000000000005,SOFT,20.0,94.0,985.0,0.0,105.638,4.158000000000001,INTERMEDIATE,,,,,,,,,22.0,71.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Force India-Racing Point-Aston Martin,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
GAS,AlphaTauri,Hungarian GP,Ground-Effect,31.9,27.0,986.7,0.0,80.456,1.706000000000003,SOFT,33.6,24.0,985.2,0.0,79.73,1.2850000000000108,SOFT,19.5,94.0,984.7,1.0,106.091,4.61099999999999,WET,,,,,,,,,22.6,69.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
TSU,AlphaTauri,Hungarian GP,Ground-Effect,31.5,29.0,987.0,0.0,80.695,1.9449999999999927,SOFT,33.1,25.0,985.2,0.0,80.521,2.076000000000008,SOFT,19.5,94.0,984.9,1.0,105.85,4.36999999999999,WET,,,,,,,,,22.6,69.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
ZHO,Alfa Romeo,Hungarian GP,Ground-Effect,31.9,27.0,986.9,0.0,80.81,2.0600000000000023,SOFT,33.2,25.0,985.2,0.0,79.605,1.1600000000000108,SOFT,19.7,94.0,985.0,0.0,105.691,4.210999999999999,WET,,,,,,,,,21.9,72.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
ALB,Williams,Hungarian GP,Ground-Effect,31.4,29.0,987.0,0.0,80.834,2.084000000000003,SOFT,33.0,25.0,985.5,0.0,80.615,2.1700000000000017,SOFT,20.7,94.0,984.9,1.0,102.381,0.9009999999999962,INTERMEDIATE,,,,,,,,,22.6,69.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Williams,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
MAG,Haas F1 Team,Hungarian GP,Ground-Effect,31.9,27.0,986.7,0.0,80.921,2.1710000000000065,SOFT,33.3,25.0,985.2,0.0,79.818,1.3730000000000049,SOFT,19.5,94.0,984.9,1.0,104.655,3.174999999999997,WET,,,,,,,,,22.0,70.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Haas F1 Team,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
MSC,Haas F1 Team,Hungarian GP,Ground-Effect,31.7,29.0,987.0,0.0,81.027,2.277000000000001,SOFT,33.1,25.0,985.2,0.0,79.985,1.5400000000000065,SOFT,19.3,94.0,985.0,1.0,105.156,3.676000000000002,WET,,,,,,,,,21.9,72.0,984.5,0.0,SOFT,2022,2021-2022,0,13,92,Haas F1 Team,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
LAT,Williams,Hungarian GP,Ground-Effect,31.6,28.0,986.9,0.0,81.413,2.6629999999999967,SOFT,33.1,25.0,985.2,0.0,80.488,2.0430000000000064,SOFT,20.7,94.0,984.9,1.0,101.48,0.0,INTERMEDIATE,,,,,,,,,22.8,68.0,984.4,0.0,SOFT,2022,2021-2022,0,13,92,Williams,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
BOT,Alfa Romeo,Hungarian GP,Ground-Effect,,,,,,,,33.1,25.0,985.2,0.0,79.411,0.9660000000000082,SOFT,20.0,94.0,985.0,0.0,105.93,4.450000000000003,INTERMEDIATE,,,,,,,,,22.3,69.0,984.2,0.0,SOFT,2022,2021-2022,0,13,92,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
LEC,Ferrari,Italian GP,Ground-Effect,26.3,47.0,990.2,0.0,82.41,0.0,SOFT,27.6,40.0,989.0,0.0,81.857,0.1929999999999978,SOFT,26.6,41.0,992.2,0.0,81.599,0.3469999999999942,SOFT,,,,,,,,,27.9,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Ferrari,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
SAI,Ferrari,Italian GP,Ground-Effect,26.5,46.0,990.0,0.0,82.487,0.0769999999999981,SOFT,27.6,40.0,989.0,0.0,81.664,0.0,SOFT,25.9,39.0,992.2,0.0,81.89699999999999,0.6449999999999818,SOFT,,,,,,,,,27.9,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Ferrari,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
RUS,Mercedes,Italian GP,Ground-Effect,26.5,45.0,990.0,0.0,82.689,0.2789999999999963,SOFT,27.6,40.0,989.0,0.0,82.386,0.7219999999999942,SOFT,25.8,40.0,992.2,0.0,82.357,1.1049999999999898,SOFT,,,,,,,,,27.6,35.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Mercedes,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
HAM,Mercedes,Italian GP,Ground-Effect,26.4,45.0,990.2,0.0,82.831,0.4210000000000065,SOFT,27.6,39.0,989.2,0.0,82.503,0.8389999999999986,SOFT,26.2,41.0,992.2,0.0,82.56700000000001,1.3149999999999975,SOFT,,,,,,,,,27.9,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Mercedes,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
VER,Red Bull Racing,Italian GP,Ground-Effect,26.2,47.0,990.2,0.0,82.84,0.4300000000000068,SOFT,27.6,39.0,989.2,0.0,81.807,0.1430000000000006,SOFT,26.2,41.0,992.2,0.0,81.25200000000001,0.0,SOFT,,,,,,,,,27.9,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Red Bull Racing,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
OCO,Alpine,Italian GP,Ground-Effect,26.5,47.0,990.2,0.0,83.075,0.6650000000000063,SOFT,27.6,40.0,989.0,0.0,82.728,1.063999999999993,SOFT,26.2,41.0,992.2,0.0,82.506,1.253999999999991,SOFT,,,,,,,,,27.8,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Alpine-Renault,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
ALO,Alpine,Italian GP,Ground-Effect,26.2,47.0,990.2,0.0,83.09899999999999,0.688999999999993,SOFT,27.4,41.0,989.0,0.0,82.752,1.087999999999994,SOFT,25.9,39.0,992.2,0.0,82.306,1.0539999999999878,SOFT,,,,,,,,,28.0,33.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Alpine-Renault,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
TSU,AlphaTauri,Italian GP,Ground-Effect,26.5,43.0,990.2,0.0,83.26,0.8500000000000085,SOFT,27.6,42.0,989.2,0.0,83.217,1.5529999999999973,MEDIUM,26.6,41.0,992.2,0.0,82.43,1.1779999999999973,SOFT,,,,,,,,,27.4,35.0,990.9,0.0,SOFT,2022,2021-2022,0,16,95,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
BOT,Alfa Romeo,Italian GP,Ground-Effect,26.6,47.0,990.2,0.0,83.394,0.9840000000000088,SOFT,27.7,42.0,989.2,0.0,82.993,1.3289999999999935,SOFT,26.2,41.0,992.2,0.0,82.95,1.6979999999999933,SOFT,,,,,,,,,27.8,33.0,990.7,0.0,SOFT,2022,2021-2022,0,16,95,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
RIC,McLaren,Italian GP,Ground-Effect,26.3,46.0,990.2,0.0,83.511,1.100999999999999,SOFT,27.4,40.0,989.0,0.0,82.911,1.247,SOFT,26.3,41.0,992.2,0.0,82.871,1.6189999999999856,SOFT,,,,,,,,,27.9,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,McLaren,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
ZHO,Alfa Romeo,Italian GP,Ground-Effect,26.5,47.0,990.2,0.0,83.57000000000001,1.1600000000000108,SOFT,27.3,41.0,989.2,0.0,82.93799999999999,1.2739999999999867,SOFT,26.1,41.0,992.4,0.0,82.657,1.404999999999987,SOFT,,,,,,,,,27.8,34.0,990.7,0.0,SOFT,2022,2021-2022,0,16,95,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
GAS,AlphaTauri,Italian GP,Ground-Effect,26.6,47.0,990.2,0.0,83.64,1.230000000000004,SOFT,27.7,40.0,989.0,0.0,83.135,1.4710000000000036,SOFT,26.3,41.0,992.2,0.0,82.755,1.502999999999986,SOFT,,,,,,,,,28.0,33.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
PER,Red Bull Racing,Italian GP,Ground-Effect,26.6,47.0,990.2,0.0,83.661,1.2510000000000048,SOFT,27.6,40.0,989.0,0.0,82.39399999999999,0.7299999999999898,SOFT,26.5,40.0,992.2,0.0,81.848,0.5959999999999894,SOFT,,,,,,,,,28.0,33.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,Red Bull Racing,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
STR,Aston Martin,Italian GP,Ground-Effect,26.2,47.0,990.2,0.0,83.688,1.2780000000000058,SOFT,27.6,39.0,989.2,0.0,83.785,2.120999999999995,SOFT,26.0,40.0,992.5,0.0,83.739,2.4869999999999948,SOFT,,,,,,,,,27.8,35.0,990.7,0.0,SOFT,2022,2021-2022,0,16,95,Force India-Racing Point-Aston Martin,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
NOR,McLaren,Italian GP,Ground-Effect,26.5,45.0,990.0,0.0,83.856,1.445999999999998,SOFT,27.4,41.0,989.0,0.0,82.338,0.6739999999999924,SOFT,25.9,39.0,992.2,0.0,82.31899999999999,1.0669999999999789,SOFT,,,,,,,,,27.9,34.0,990.5,0.0,SOFT,2022,2021-2022,0,16,95,McLaren,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
MAG,Haas F1 Team,Italian GP,Ground-Effect,26.3,47.0,990.2,0.0,84.006,1.5960000000000036,SOFT,27.3,41.0,989.2,0.0,83.557,1.893000000000001,SOFT,26.7,40.0,992.2,0.0,83.203,1.9509999999999932,SOFT,,,,,,,,,27.7,34.0,990.9,0.0,SOFT,2022,2021-2022,0,16,95,Haas F1 Team,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
LAT,Williams,Italian GP,Ground-Effect,26.2,47.0,990.2,0.0,84.941,2.531000000000006,SOFT,27.4,41.0,989.0,0.0,83.982,2.317999999999998,SOFT,26.2,41.0,992.2,0.0,82.776,1.5239999999999867,SOFT,,,,,,,,,27.3,35.0,991.0,0.0,SOFT,2022,2021-2022,0,16,95,Williams,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
VET,Aston Martin,Italian GP,Ground-Effect,,,,,,,,27.6,40.0,989.0,0.0,83.731,2.066999999999993,SOFT,26.8,41.0,992.2,0.0,83.104,1.8519999999999897,SOFT,,,,,,,,,27.7,35.0,990.7,0.0,SOFT,2022,2021-2022,0,16,95,Force India-Racing Point-Aston Martin,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
MSC,Haas F1 Team,Italian GP,Ground-Effect,,,,,,,,27.4,42.0,989.2,0.0,84.58600000000001,2.9220000000000117,SOFT,26.8,40.0,992.2,0.0,83.392,2.1399999999999864,SOFT,,,,,,,,,27.7,34.0,990.9,0.0,SOFT,2022,2021-2022,0,16,95,Haas F1 Team,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
DEV,Williams,Italian GP,Ground-Effect,,,,,,,,,,,,,,,26.5,40.0,992.2,0.0,82.869,1.6169999999999902,SOFT,,,,,,,,,27.8,34.0,990.7,0.0,SOFT,2022,2021-2022,0,16,95,Williams,Race,Clockwise,5.79,11,Very high-speed,1200,4,4,3,1.9,Flowing
ALO,Alpine,Japanese GP,Ground-Effect,15.8,93.0,1008.9,1.0,102.248,0.0,INTERMEDIATE,15.8,95.0,1007.4,1.0,103.533,1.597999999999999,INTERMEDIATE,20.7,54.0,1014.0,0.0,91.32,0.6489999999999867,SOFT,,,,,,,,,19.7,58.0,1014.9,0.0,SOFT,2022,2021-2022,0,18,97,Alpine-Renault,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
SAI,Ferrari,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,102.563,0.3149999999999977,INTERMEDIATE,15.9,95.0,1007.5,1.0,103.204,1.2689999999999912,INTERMEDIATE,21.1,51.0,1013.7,0.0,90.965,0.2939999999999969,SOFT,,,,,,,,,19.7,58.0,1015.0,0.0,SOFT,2022,2021-2022,0,18,97,Ferrari,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
LEC,Ferrari,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,102.634,0.3859999999999957,INTERMEDIATE,15.8,95.0,1007.2,1.0,104.709,2.774000000000001,INTERMEDIATE,20.8,53.0,1014.0,0.0,90.98,0.3089999999999975,SOFT,,,,,,,,,19.7,58.0,1015.0,0.0,SOFT,2022,2021-2022,0,18,97,Ferrari,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
OCO,Alpine,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,103.022,0.7740000000000009,INTERMEDIATE,15.9,95.0,1007.5,1.0,103.884,1.948999999999998,INTERMEDIATE,20.7,54.0,1014.0,0.0,91.75,1.0789999999999935,SOFT,,,,,,,,,19.7,58.0,1015.0,0.0,SOFT,2022,2021-2022,0,18,97,Alpine-Renault,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
MAG,Haas F1 Team,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,103.258,1.009999999999991,INTERMEDIATE,15.9,95.0,1007.5,1.0,103.187,1.2519999999999951,INTERMEDIATE,20.7,54.0,1014.0,0.0,92.29,1.6189999999999998,SOFT,,,,,,,,,20.0,58.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Haas F1 Team,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
VER,Red Bull Racing,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,103.362,1.11399999999999,INTERMEDIATE,15.9,95.0,1007.5,1.0,102.786,0.8509999999999991,INTERMEDIATE,20.7,54.0,1014.0,0.0,90.671,0.0,SOFT,,,,,,,,,19.7,58.0,1014.9,0.0,SOFT,2022,2021-2022,0,18,97,Red Bull Racing,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
MSC,Haas F1 Team,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,103.761,1.512999999999991,INTERMEDIATE,,,,,,,,20.7,54.0,1014.0,0.0,92.366,1.6949999999999932,SOFT,,,,,,,,,20.2,57.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Haas F1 Team,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
NOR,McLaren,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,103.889,1.6409999999999911,INTERMEDIATE,15.9,95.0,1007.5,1.0,105.885,3.950000000000003,INTERMEDIATE,20.8,54.0,1014.0,0.0,91.747,1.0759999999999934,SOFT,,,,,,,,,19.7,58.0,1014.9,0.0,SOFT,2022,2021-2022,0,18,97,McLaren,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
BOT,Alfa Romeo,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,103.969,1.7209999999999894,INTERMEDIATE,15.8,95.0,1007.2,1.0,103.733,1.7980000000000018,INTERMEDIATE,20.9,54.0,1014.0,0.0,91.971,1.2999999999999972,SOFT,,,,,,,,,20.0,57.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
PER,Red Bull Racing,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,104.234,1.98599999999999,INTERMEDIATE,15.8,95.0,1007.4,1.0,102.834,0.8990000000000009,INTERMEDIATE,20.7,54.0,1014.0,0.0,91.514,0.8429999999999893,SOFT,,,,,,,,,19.7,58.0,1015.0,0.0,SOFT,2022,2021-2022,0,18,97,Red Bull Racing,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
ZHO,Alfa Romeo,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,104.429,2.1809999999999974,INTERMEDIATE,15.9,95.0,1007.5,1.0,104.525,2.5900000000000034,INTERMEDIATE,20.9,53.0,1014.0,0.0,92.385,1.7139999999999986,SOFT,,,,,,,,,20.0,57.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
RIC,McLaren,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,104.486,2.2379999999999995,INTERMEDIATE,16.0,95.0,1007.4,0.0,106.03,4.094999999999999,INTERMEDIATE,20.8,54.0,1014.0,0.0,91.86,1.188999999999993,SOFT,,,,,,,,,20.2,57.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,McLaren,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
HAM,Mercedes,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,104.558,2.3100000000000023,INTERMEDIATE,15.9,95.0,1007.5,1.0,102.17,0.2349999999999994,INTERMEDIATE,20.9,53.0,1014.0,0.0,91.589,0.9179999999999922,SOFT,,,,,,,,,19.6,59.0,1015.0,0.0,SOFT,2022,2021-2022,0,18,97,Mercedes,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
STR,Aston Martin,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,104.57,2.3219999999999885,INTERMEDIATE,15.9,95.0,1007.5,1.0,106.776,4.840999999999994,INTERMEDIATE,20.8,54.0,1014.0,0.0,91.838,1.1669999999999874,SOFT,,,,,,,,,20.0,58.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Force India-Racing Point-Aston Martin,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
ALB,Williams,Japanese GP,Ground-Effect,15.8,93.0,1008.9,1.0,104.791,2.542999999999992,INTERMEDIATE,15.9,95.0,1007.5,1.0,105.039,3.103999999999999,INTERMEDIATE,20.8,53.0,1014.0,0.0,91.946,1.2749999999999917,SOFT,,,,,,,,,20.0,58.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Williams,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
GAS,AlphaTauri,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,104.878,2.6299999999999955,INTERMEDIATE,16.0,95.0,1007.5,1.0,107.109,5.173999999999992,INTERMEDIATE,20.7,53.0,1014.0,0.0,92.881,2.2099999999999937,SOFT,,,,,,,,,20.0,58.0,1014.5,0.0,SOFT,2022,2021-2022,0,18,97,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
LAT,Williams,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,105.424,3.176000000000002,INTERMEDIATE,15.9,95.0,1007.5,1.0,104.96200000000002,3.0270000000000152,INTERMEDIATE,20.8,54.0,1014.0,0.0,92.868,2.1969999999999885,SOFT,,,,,,,,,19.9,57.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Williams,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
RUS,Mercedes,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,106.103,3.8549999999999898,INTERMEDIATE,15.9,95.0,1007.5,1.0,101.935,0.0,INTERMEDIATE,20.8,53.0,1014.0,0.0,91.53,0.8589999999999947,SOFT,,,,,,,,,19.6,59.0,1015.0,0.0,SOFT,2022,2021-2022,0,18,97,Mercedes,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
TSU,AlphaTauri,Japanese GP,Ground-Effect,15.9,94.0,1008.7,1.0,106.192,3.943999999999989,INTERMEDIATE,15.9,95.0,1007.5,1.0,105.257,3.3220000000000027,INTERMEDIATE,20.7,54.0,1014.0,0.0,92.377,1.7059999999999889,SOFT,,,,,,,,,20.0,57.0,1014.7,0.0,SOFT,2022,2021-2022,0,18,97,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
VET,Aston Martin,Japanese GP,Ground-Effect,15.8,93.0,1008.7,1.0,108.09,5.841999999999999,INTERMEDIATE,15.9,95.0,1007.4,1.0,105.261,3.3259999999999934,INTERMEDIATE,20.8,54.0,1014.0,0.0,92.222,1.5509999999999875,SOFT,,,,,,,,,19.7,58.0,1014.9,0.0,SOFT,2022,2021-2022,0,18,97,Force India-Racing Point-Aston Martin,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
SAI,Ferrari,Mexican GP,Ground-Effect,25.6,40.0,783.0,0.0,80.707,0.0,SOFT,26.1,35.0,781.2,0.0,81.693,1.722999999999999,TEST_UNKNOWN,22.1,49.0,784.9,0.0,79.301,0.902000000000001,SOFT,,,,,,,,,25.5,35.0,782.2,0.0,SOFT,2022,2021-2022,0,20,99,Ferrari,Race,Clockwise,4.3,17,Balanced,1270,5,8,4,3.95,Very twisty
LEC,Ferrari,Mexican GP,Ground-Effect,25.2,40.0,783.2,0.0,80.753,0.0460000000000064,SOFT,26.1,35.0,781.2,0.0,81.618,1.647999999999996,TEST_UNKNOWN,22.1,49.0,784.9,0.0,79.123,0.7240000000000038,SOFT,,,,,,,,,25.5,35.0,782.2,0.0,SOFT,2022,2021-2022,0,20,99,Ferrari,Race,Clockwise,4.3,17,Balanced,1270,5,8,4,3.95,Very twisty
VER,Red Bull Racing,Mexican GP,Ground-Effect,25.9,39.0,783.0,0.0,80.827,0.1200000000000045,SOFT,26.2,35.0,781.2,0.0,81.58800000000001,1.6180000000000092,TEST_UNKNOWN,22.1,50.0,784.9,0.0,78.876,0.4770000000000038,SOFT,,,,,,,,,25.5,35.0,782.2,0.0,SOFT,2022,2021-2022,0,20,99,Red Bull Racing,Race,Clockwise,4.3,17,Balanced,1270,5,8,4,3.95,Very twisty
PER,Red Bull Racing,Mexican GP,Ground-Effect,25.9,39.0,783.0,0.0,80.827,0.1200000000000045,SOFT,26.2,35.0,781.2,0.0,81.579,1.6089999999999949,TEST_UNKNOWN,22.1,49.0,784.7,0.0,79.241,0.8419999999999987,SOFT,,,,,,,,,25.3,36.0,782.2,0.0,SOFT,2022,2021-2022,0,20,99,Red Bull Racing,Race,Clockwise,4.3,17,Balanced,1270,5,8,4,3.95,Very twisty
